Tahmin Tarihi,Kurum,Analist,Format,Belge Adı,Varlık,Vade,Hedef Tarihi,Spot Fiyat,Hedef Fiyat,Analiz Tezi,Gerçekleşen Fiyat,Sapma (pip),Yön İsabeti
2025-07-22,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - USD Rebound is Temporary,EUR/HUF,+3M,2025-10-22,399.00,410.00,EUR/HUF yükseliş beklentisi; spot 399,385.00,-250000 pip (-6.10%),❌
2025-07-22,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - USD Rebound is Temporary,EUR/HUF,+6M,2026-01-22,399.00,420.00,EUR/HUF yükseliş beklentisi; spot 399,377.00,-430000 pip (-10.24%),❌
2025-07-22,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - USD Rebound is Temporary,EUR/HUF,+12M,2026-07-22,399.00,430.00,EUR/HUF yükseliş beklentisi; spot 399,,,⏳
2025-08-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Still Negative on SEK and NOK,EUR/HUF,+1M,2025-09-19,394.00,400.00,EUR/HUF yükseliş beklentisi; spot 394,389.00,-110000 pip (-2.75%),❌
2025-08-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Still Negative on SEK and NOK,EUR/HUF,+3M,2025-11-19,394.00,410.00,EUR/HUF yükseliş beklentisi; spot 394,387.00,-230000 pip (-5.61%),❌
2025-08-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Still Negative on SEK and NOK,EUR/HUF,+6M,2026-02-19,394.00,420.00,EUR/HUF yükseliş beklentisi; spot 394,391.00,-290000 pip (-6.90%),❌
2025-08-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Still Negative on SEK and NOK,EUR/HUF,+12M,2026-08-19,394.00,430.00,EUR/HUF yükseliş beklentisi; spot 394,,,⏳
2025-09-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Rebound in Real Rates to Support USD Weigh on Scandies,EUR/HUF,+1M,2025-10-19,389.00,390.00,EUR/HUF yükseliş beklentisi; spot 389,385.00,-50000 pip (-1.28%),❌
2025-09-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Rebound in Real Rates to Support USD Weigh on Scandies,EUR/HUF,+3M,2025-12-19,389.00,400.00,EUR/HUF yükseliş beklentisi; spot 389,386.00,-140000 pip (-3.50%),❌
2025-09-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Rebound in Real Rates to Support USD Weigh on Scandies,EUR/HUF,+6M,2026-03-19,389.00,420.00,EUR/HUF yükseliş beklentisi; spot 389,394.30,-257000 pip (-6.12%),✅
2025-09-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Rebound in Real Rates to Support USD Weigh on Scandies,EUR/HUF,+12M,2026-09-19,389.00,420.00,EUR/HUF yükseliş beklentisi; spot 389,,,⏳
2025-11-18,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - USD to Weather AI Valuation Woes,EUR/HUF,+1M,2025-12-18,385.00,390.00,EUR/HUF yükseliş beklentisi; spot 385,387.00,-30000 pip (-0.77%),✅
2025-11-18,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - USD to Weather AI Valuation Woes,EUR/HUF,+3M,2026-02-18,385.00,400.00,EUR/HUF yükseliş beklentisi; spot 385,377.00,-230000 pip (-5.75%),❌
2025-11-18,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - USD to Weather AI Valuation Woes,EUR/HUF,+6M,2026-05-18,385.00,410.00,EUR/HUF yükseliş beklentisi; spot 385,,,⏳
2025-11-18,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - USD to Weather AI Valuation Woes,EUR/HUF,+12M,2026-11-18,385.00,420.00,EUR/HUF yükseliş beklentisi; spot 385,,,⏳
2025-12-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Weaker USD GBP and NOK in 2026,EUR/HUF,+1M,2026-01-19,387.00,390.00,EUR/HUF yükseliş beklentisi; spot 387,386.00,-40000 pip (-1.03%),❌
2025-12-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Weaker USD GBP and NOK in 2026,EUR/HUF,+3M,2026-03-19,387.00,400.00,EUR/HUF yükseliş beklentisi; spot 387,391.00,-90000 pip (-2.25%),✅
2025-12-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Weaker USD GBP and NOK in 2026,EUR/HUF,+6M,2026-06-19,387.00,410.00,EUR/HUF yükseliş beklentisi; spot 387,,,⏳
2025-12-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Weaker USD GBP and NOK in 2026,EUR/HUF,+12M,2026-12-19,387.00,410.00,EUR/HUF yükseliş beklentisi; spot 387,,,⏳
2026-01-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Geopolitics Takes Centre Stage as 2026 Kicks Off,EUR/HUF,+1M,2026-02-19,386.00,390.00,EUR/HUF yükseliş beklentisi; spot 386,377.00,-130000 pip (-3.33%),❌
2026-01-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Geopolitics Takes Centre Stage as 2026 Kicks Off,EUR/HUF,+3M,2026-04-19,386.00,400.00,EUR/HUF yükseliş beklentisi; spot 386,,,⏳
2026-01-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Geopolitics Takes Centre Stage as 2026 Kicks Off,EUR/HUF,+6M,2026-07-19,386.00,410.00,EUR/HUF yükseliş beklentisi; spot 386,,,⏳
2026-01-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Geopolitics Takes Centre Stage as 2026 Kicks Off,EUR/HUF,+12M,2027-01-19,386.00,410.00,EUR/HUF yükseliş beklentisi; spot 386,,,⏳
2026-02-17,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Lingering Scepticism Sustains Bearish Dollar Outlook,EUR/HUF,+1M,2026-03-17,377.00,380.00,EUR/HUF yükseliş beklentisi; spot 377,391.00,110000 pip (2.89%),✅
2026-02-17,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Lingering Scepticism Sustains Bearish Dollar Outlook,EUR/HUF,+3M,2026-05-17,377.00,380.00,EUR/HUF yükseliş beklentisi; spot 377,,,⏳
2026-02-17,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Lingering Scepticism Sustains Bearish Dollar Outlook,EUR/HUF,+6M,2026-08-17,377.00,400.00,EUR/HUF yükseliş beklentisi; spot 377,,,⏳
2026-02-17,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Lingering Scepticism Sustains Bearish Dollar Outlook,EUR/HUF,+12M,2027-02-17,377.00,400.00,EUR/HUF yükseliş beklentisi; spot 377,,,⏳
2026-03-20,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Energy Shock Steers Global Repricing,EUR/HUF,+1M,2026-04-20,391.00,390.00,EUR/HUF yükseliş beklentisi; spot 391,,,⏳
2026-03-20,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Energy Shock Steers Global Repricing,EUR/HUF,+3M,2026-06-20,391.00,390.00,EUR/HUF yükseliş beklentisi; spot 391,,,⏳
2026-03-20,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Energy Shock Steers Global Repricing,EUR/HUF,+6M,2026-09-20,391.00,400.00,EUR/HUF yükseliş beklentisi; spot 391,,,⏳
2026-03-20,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Energy Shock Steers Global Repricing,EUR/HUF,+12M,2027-03-20,391.00,410.00,EUR/HUF yükseliş beklentisi; spot 391,,,⏳
2025-06-23,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - NOK Remains Vulnerable,EUR/CZK,+1M,2025-07-23,24.80,24.80,EUR/CZK düşüş beklentisi; spot 24.8,24.60,-2000 pip (-0.81%),❌
2025-06-23,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - NOK Remains Vulnerable,EUR/CZK,+3M,2025-09-23,24.80,24.80,EUR/CZK düşüş beklentisi; spot 24.8,24.30,-5000 pip (-2.02%),❌
2025-06-23,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - NOK Remains Vulnerable,EUR/CZK,+6M,2025-12-23,24.80,24.70,EUR/CZK düşüş beklentisi; spot 24.8,24.30,-4000 pip (-1.62%),✅
2025-06-23,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - NOK Remains Vulnerable,EUR/CZK,+12M,2026-06-23,24.80,24.60,EUR/CZK düşüş beklentisi; spot 24.8,,,⏳
2025-07-22,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - USD Rebound is Temporary,EUR/CZK,+1M,2025-08-22,24.60,24.70,EUR/CZK düşüş beklentisi; spot 24.6,24.50,-2000 pip (-0.81%),❌
2025-07-22,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - USD Rebound is Temporary,EUR/CZK,+3M,2025-10-22,24.60,24.70,EUR/CZK düşüş beklentisi; spot 24.6,24.20,-5000 pip (-2.02%),❌
2025-07-22,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - USD Rebound is Temporary,EUR/CZK,+6M,2026-01-22,24.60,24.50,EUR/CZK düşüş beklentisi; spot 24.6,24.30,-2000 pip (-0.82%),✅
2025-07-22,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - USD Rebound is Temporary,EUR/CZK,+12M,2026-07-22,24.60,24.50,EUR/CZK düşüş beklentisi; spot 24.6,,,⏳
2025-08-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Still Negative on SEK and NOK,EUR/CZK,+1M,2025-09-19,24.50,24.50,EUR/CZK düşüş beklentisi; spot 24.5,24.30,-2000 pip (-0.82%),❌
2025-08-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Still Negative on SEK and NOK,EUR/CZK,+3M,2025-11-19,24.50,24.50,EUR/CZK düşüş beklentisi; spot 24.5,24.40,-1000 pip (-0.41%),✅
2025-08-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Still Negative on SEK and NOK,EUR/CZK,+6M,2026-02-19,24.50,24.40,EUR/CZK düşüş beklentisi; spot 24.5,24.50,1000 pip (0.41%),⚠️
2025-08-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Still Negative on SEK and NOK,EUR/CZK,+12M,2026-08-19,24.50,24.40,EUR/CZK düşüş beklentisi; spot 24.5,,,⏳
2025-09-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Rebound in Real Rates to Support USD Weigh on Scandies,EUR/CZK,+1M,2025-10-19,24.30,24.30,EUR/CZK düşüş beklentisi; spot 24.3,24.20,-1000 pip (-0.41%),✅
2025-09-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Rebound in Real Rates to Support USD Weigh on Scandies,EUR/CZK,+3M,2025-12-19,24.30,24.30,EUR/CZK düşüş beklentisi; spot 24.3,24.30,0 pip (0.00%),✅
2025-09-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Rebound in Real Rates to Support USD Weigh on Scandies,EUR/CZK,+6M,2026-03-19,24.30,24.20,EUR/CZK düşüş beklentisi; spot 24.3,24.52,3170 pip (1.31%),❌
2025-09-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Rebound in Real Rates to Support USD Weigh on Scandies,EUR/CZK,+12M,2026-09-19,24.30,24.20,EUR/CZK düşüş beklentisi; spot 24.3,,,⏳
2025-11-18,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - USD to Weather AI Valuation Woes,EUR/CZK,+1M,2025-12-18,24.20,24.20,EUR/CZK düşüş beklentisi; spot 24.2,24.40,2000 pip (0.83%),❌
2025-11-18,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - USD to Weather AI Valuation Woes,EUR/CZK,+3M,2026-02-18,24.20,24.20,EUR/CZK düşüş beklentisi; spot 24.2,24.30,1000 pip (0.41%),✅
2025-11-18,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - USD to Weather AI Valuation Woes,EUR/CZK,+6M,2026-05-18,24.20,24.00,EUR/CZK düşüş beklentisi; spot 24.2,,,⏳
2025-11-18,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - USD to Weather AI Valuation Woes,EUR/CZK,+12M,2026-11-18,24.20,24.00,EUR/CZK düşüş beklentisi; spot 24.2,,,⏳
2025-12-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Weaker USD GBP and NOK in 2026,EUR/CZK,+1M,2026-01-19,24.40,24.40,EUR/CZK düşüş beklentisi; spot 24.4,24.30,-1000 pip (-0.41%),✅
2025-12-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Weaker USD GBP and NOK in 2026,EUR/CZK,+3M,2026-03-19,24.40,24.20,EUR/CZK düşüş beklentisi; spot 24.4,24.50,3000 pip (1.24%),❌
2025-12-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Weaker USD GBP and NOK in 2026,EUR/CZK,+6M,2026-06-19,24.40,24.10,EUR/CZK düşüş beklentisi; spot 24.4,,,⏳
2025-12-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Weaker USD GBP and NOK in 2026,EUR/CZK,+12M,2026-12-19,24.40,24.00,EUR/CZK düşüş beklentisi; spot 24.4,,,⏳
2026-01-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Geopolitics Takes Centre Stage as 2026 Kicks Off,EUR/CZK,+1M,2026-02-19,24.30,24.30,EUR/CZK düşüş beklentisi; spot 24.3,24.30,0 pip (0.00%),✅
2026-01-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Geopolitics Takes Centre Stage as 2026 Kicks Off,EUR/CZK,+3M,2026-04-19,24.30,24.20,EUR/CZK düşüş beklentisi; spot 24.3,,,⏳
2026-01-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Geopolitics Takes Centre Stage as 2026 Kicks Off,EUR/CZK,+6M,2026-07-19,24.30,24.10,EUR/CZK düşüş beklentisi; spot 24.3,,,⏳
2026-01-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Geopolitics Takes Centre Stage as 2026 Kicks Off,EUR/CZK,+12M,2027-01-19,24.30,24.00,EUR/CZK düşüş beklentisi; spot 24.3,,,⏳
2026-02-17,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Lingering Scepticism Sustains Bearish Dollar Outlook,EUR/CZK,+1M,2026-03-17,24.30,24.30,EUR/CZK düşüş beklentisi; spot 24.3,24.50,2000 pip (0.82%),❌
2026-02-17,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Lingering Scepticism Sustains Bearish Dollar Outlook,EUR/CZK,+3M,2026-05-17,24.30,24.20,EUR/CZK düşüş beklentisi; spot 24.3,,,⏳
2026-02-17,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Lingering Scepticism Sustains Bearish Dollar Outlook,EUR/CZK,+6M,2026-08-17,24.30,24.10,EUR/CZK düşüş beklentisi; spot 24.3,,,⏳
2026-02-17,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Lingering Scepticism Sustains Bearish Dollar Outlook,EUR/CZK,+12M,2027-02-17,24.30,24.00,EUR/CZK düşüş beklentisi; spot 24.3,,,⏳
2026-03-20,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Energy Shock Steers Global Repricing,EUR/CZK,+1M,2026-04-20,24.50,24.50,EUR/CZK düşüş beklentisi; spot 24.5,,,⏳
2026-03-20,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Energy Shock Steers Global Repricing,EUR/CZK,+3M,2026-06-20,24.50,24.40,EUR/CZK düşüş beklentisi; spot 24.5,,,⏳
2026-03-20,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Energy Shock Steers Global Repricing,EUR/CZK,+6M,2026-09-20,24.50,24.20,EUR/CZK düşüş beklentisi; spot 24.5,,,⏳
2026-03-20,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Energy Shock Steers Global Repricing,EUR/CZK,+12M,2027-03-20,24.50,24.00,EUR/CZK düşüş beklentisi; spot 24.5,,,⏳
2025-06-23,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - NOK Remains Vulnerable,EUR/TRY,+1M,2025-07-23,45.80,46.70,EUR/TRY yükseliş beklentisi; spot 45.8,47.30,6000 pip (1.28%),✅
2025-06-23,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - NOK Remains Vulnerable,EUR/TRY,+3M,2025-09-23,45.80,49.00,EUR/TRY yükseliş beklentisi; spot 45.8,48.80,-2000 pip (-0.41%),✅
2025-06-23,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - NOK Remains Vulnerable,EUR/TRY,+6M,2025-12-23,45.80,52.00,EUR/TRY yükseliş beklentisi; spot 45.8,50.30,-17000 pip (-3.27%),✅
2025-06-23,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - NOK Remains Vulnerable,EUR/TRY,+12M,2026-06-23,45.80,57.10,EUR/TRY yükseliş beklentisi; spot 45.8,,,⏳
2025-07-22,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - USD Rebound is Temporary,EUR/TRY,+1M,2025-08-22,47.30,48.00,EUR/TRY yükseliş beklentisi; spot 47.3,47.80,-2000 pip (-0.42%),✅
2025-07-22,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - USD Rebound is Temporary,EUR/TRY,+3M,2025-10-22,47.30,50.20,EUR/TRY yükseliş beklentisi; spot 47.3,49.10,-11000 pip (-2.19%),✅
2025-07-22,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - USD Rebound is Temporary,EUR/TRY,+6M,2026-01-22,47.30,53.40,EUR/TRY yükseliş beklentisi; spot 47.3,51.80,-16000 pip (-3.00%),✅
2025-07-22,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - USD Rebound is Temporary,EUR/TRY,+12M,2026-07-22,47.30,58.70,EUR/TRY yükseliş beklentisi; spot 47.3,,,⏳
2025-08-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Still Negative on SEK and NOK,EUR/TRY,+1M,2025-09-19,47.80,48.60,EUR/TRY yükseliş beklentisi; spot 47.8,48.80,2000 pip (0.41%),✅
2025-08-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Still Negative on SEK and NOK,EUR/TRY,+3M,2025-11-19,47.80,50.80,EUR/TRY yükseliş beklentisi; spot 47.8,50.20,-6000 pip (-1.18%),✅
2025-08-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Still Negative on SEK and NOK,EUR/TRY,+6M,2026-02-19,47.80,54.00,EUR/TRY yükseliş beklentisi; spot 47.8,51.30,-27000 pip (-5.00%),✅
2025-08-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Still Negative on SEK and NOK,EUR/TRY,+12M,2026-08-19,47.80,59.30,EUR/TRY yükseliş beklentisi; spot 47.8,,,⏳
2025-09-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Rebound in Real Rates to Support USD Weigh on Scandies,EUR/TRY,+1M,2025-10-19,48.80,49.00,EUR/TRY yükseliş beklentisi; spot 48.8,49.10,1000 pip (0.20%),✅
2025-09-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Rebound in Real Rates to Support USD Weigh on Scandies,EUR/TRY,+3M,2025-12-19,48.80,51.40,EUR/TRY yükseliş beklentisi; spot 48.8,50.30,-11000 pip (-2.14%),✅
2025-09-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Rebound in Real Rates to Support USD Weigh on Scandies,EUR/TRY,+6M,2026-03-19,48.80,54.50,EUR/TRY yükseliş beklentisi; spot 48.8,50.92,-35800 pip (-6.57%),✅
2025-09-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Rebound in Real Rates to Support USD Weigh on Scandies,EUR/TRY,+12M,2026-09-19,48.80,59.90,EUR/TRY yükseliş beklentisi; spot 48.8,,,⏳
2025-11-18,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - USD to Weather AI Valuation Woes,EUR/TRY,+1M,2025-12-18,49.10,49.50,EUR/TRY yükseliş beklentisi; spot 49.1,50.20,7000 pip (1.41%),✅
2025-11-18,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - USD to Weather AI Valuation Woes,EUR/TRY,+3M,2026-02-18,49.10,52.40,EUR/TRY yükseliş beklentisi; spot 49.1,51.80,-6000 pip (-1.15%),✅
2025-11-18,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - USD to Weather AI Valuation Woes,EUR/TRY,+6M,2026-05-18,49.10,55.90,EUR/TRY yükseliş beklentisi; spot 49.1,,,⏳
2025-11-18,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - USD to Weather AI Valuation Woes,EUR/TRY,+12M,2026-11-18,49.10,62.00,EUR/TRY yükseliş beklentisi; spot 49.1,,,⏳
2025-12-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Weaker USD GBP and NOK in 2026,EUR/TRY,+1M,2026-01-19,50.20,50.80,EUR/TRY yükseliş beklentisi; spot 50.2,50.30,-5000 pip (-0.98%),✅
2025-12-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Weaker USD GBP and NOK in 2026,EUR/TRY,+3M,2026-03-19,50.20,53.40,EUR/TRY yükseliş beklentisi; spot 50.2,51.30,-21000 pip (-3.93%),✅
2025-12-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Weaker USD GBP and NOK in 2026,EUR/TRY,+6M,2026-06-19,50.20,56.90,EUR/TRY yükseliş beklentisi; spot 50.2,,,⏳
2025-12-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Weaker USD GBP and NOK in 2026,EUR/TRY,+12M,2026-12-19,50.20,63.10,EUR/TRY yükseliş beklentisi; spot 50.2,,,⏳
2026-01-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Geopolitics Takes Centre Stage as 2026 Kicks Off,EUR/TRY,+1M,2026-02-19,50.30,51.40,EUR/TRY yükseliş beklentisi; spot 50.3,51.80,4000 pip (0.78%),✅
2026-01-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Geopolitics Takes Centre Stage as 2026 Kicks Off,EUR/TRY,+3M,2026-04-19,50.30,54.00,EUR/TRY yükseliş beklentisi; spot 50.3,,,⏳
2026-01-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Geopolitics Takes Centre Stage as 2026 Kicks Off,EUR/TRY,+6M,2026-07-19,50.30,57.50,EUR/TRY yükseliş beklentisi; spot 50.3,,,⏳
2026-01-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Geopolitics Takes Centre Stage as 2026 Kicks Off,EUR/TRY,+12M,2027-01-19,50.30,63.70,EUR/TRY yükseliş beklentisi; spot 50.3,,,⏳
2026-02-17,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Lingering Scepticism Sustains Bearish Dollar Outlook,EUR/TRY,+1M,2026-03-17,51.80,52.80,EUR/TRY yükseliş beklentisi; spot 51.8,51.30,-15000 pip (-2.84%),❌
2026-02-17,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Lingering Scepticism Sustains Bearish Dollar Outlook,EUR/TRY,+3M,2026-05-17,51.80,55.50,EUR/TRY yükseliş beklentisi; spot 51.8,,,⏳
2026-02-17,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Lingering Scepticism Sustains Bearish Dollar Outlook,EUR/TRY,+6M,2026-08-17,51.80,59.20,EUR/TRY yükseliş beklentisi; spot 51.8,,,⏳
2026-02-17,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Lingering Scepticism Sustains Bearish Dollar Outlook,EUR/TRY,+12M,2027-02-17,51.80,65.60,EUR/TRY yükseliş beklentisi; spot 51.8,,,⏳
2026-03-20,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Energy Shock Steers Global Repricing,EUR/TRY,+1M,2026-04-20,51.30,51.00,EUR/TRY yükseliş beklentisi; spot 51.3,,,⏳
2026-03-20,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Energy Shock Steers Global Repricing,EUR/TRY,+3M,2026-06-20,51.30,52.10,EUR/TRY yükseliş beklentisi; spot 51.3,,,⏳
2026-03-20,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Energy Shock Steers Global Repricing,EUR/TRY,+6M,2026-09-20,51.30,57.10,EUR/TRY yükseliş beklentisi; spot 51.3,,,⏳
2026-03-20,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Energy Shock Steers Global Repricing,EUR/TRY,+12M,2027-03-20,51.30,64.90,EUR/TRY yükseliş beklentisi; spot 51.3,,,⏳
2025-06-23,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - NOK Remains Vulnerable,EUR/CNY,+1M,2025-07-23,8.27,8.33,EUR/CNY yükseliş beklentisi; spot 8.27,8.38,500 pip (0.60%),✅
2025-06-23,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - NOK Remains Vulnerable,EUR/CNY,+3M,2025-09-23,8.27,8.45,EUR/CNY yükseliş beklentisi; spot 8.27,8.37,-800 pip (-0.95%),✅
2025-06-23,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - NOK Remains Vulnerable,EUR/CNY,+6M,2025-12-23,8.27,8.57,EUR/CNY yükseliş beklentisi; spot 8.27,8.09,-4800 pip (-5.60%),❌
2025-06-23,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - NOK Remains Vulnerable,EUR/CNY,+12M,2026-06-23,8.27,8.69,EUR/CNY yükseliş beklentisi; spot 8.27,,,⏳
2025-07-22,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - USD Rebound is Temporary,EUR/CNY,+1M,2025-08-22,8.38,8.40,EUR/CNY yükseliş beklentisi; spot 8.38,8.38,-200 pip (-0.24%),⚠️
2025-07-22,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - USD Rebound is Temporary,EUR/CNY,+3M,2025-10-22,8.38,8.52,EUR/CNY yükseliş beklentisi; spot 8.38,8.25,-2700 pip (-3.17%),❌
2025-07-22,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - USD Rebound is Temporary,EUR/CNY,+6M,2026-01-22,8.38,8.64,EUR/CNY yükseliş beklentisi; spot 8.38,8.20,-4400 pip (-5.09%),❌
2025-07-22,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - USD Rebound is Temporary,EUR/CNY,+12M,2026-07-22,8.38,8.76,EUR/CNY yükseliş beklentisi; spot 8.38,,,⏳
2025-08-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Still Negative on SEK and NOK,EUR/CNY,+1M,2025-09-19,8.38,8.40,EUR/CNY yükseliş beklentisi; spot 8.38,8.37,-300 pip (-0.36%),❌
2025-08-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Still Negative on SEK and NOK,EUR/CNY,+3M,2025-11-19,8.38,8.52,EUR/CNY yükseliş beklentisi; spot 8.38,8.25,-2700 pip (-3.17%),❌
2025-08-19,Danske Bank,Danske Bank Ekip,PDF,FX Forecast Update - Still Negative on SEK and NOK,EUR/CNY,+6M,2026-02-19,8.38,8.64,EUR/CNY yükseliş beklentisi; spot 8.38,7.97,-6700 pip (-7.75%),❌
